url,name,review_count,address,category,phone,website
https://www.google.com/maps/place/Asbestos+Removal+Putney+Ltd/data=!4m7!3m6!1s0x48886c03bbbfc959:0x4a945dcc3f800eb3!8m2!3d51.4616051!4d-0.2200209!16s%2Fg%2F1wn337kq!19sChIJWcm_uwNsiEgRsw6AP8xdlEo?authuser=0&hl=en&rclk=1,Asbestos Removal Putney Ltd,," 260B Upper Richmond Rd, London SW15 6TQ, United Kingdom ",Asbestos testing service,+442039474012,protekasbestosremoval.com 
https://www.google.com/maps/place/Rilmac+Insulation+%26+Asbestos+Services+-+London+%26+Southern/data=!4m7!3m6!1s0x48761fffa0b48ad7:0xf83df9e58f4348fe!8m2!3d51.5977673!4d0.2222128!16s%2Fg%2F11b76d3x80!19sChIJ14q0oP8fdkgR_khDj-X5Pfg?authuser=0&hl=en&rclk=1,Rilmac Insulation & Asbestos Services - London & Southern,," Unit 4, Ashton Gate, Ashton Rd, Harold Hill, Romford RM3 8UD, United Kingdom ",Asbestos testing service,+448006129002,rilmac.co.uk 
https://www.google.com/maps/place/Site+Analytical+Services+Ltd./data=!4m7!3m6!1s0x47d8a5fd221ea461:0x939c5fcc9834163e!8m2!3d51.524116!4d0.096504!16s%2Fg%2F1tf5c_ry!19sChIJYaQeIv2l2EcRPhY0mMxfnJM?authuser=0&hl=en&rclk=1,Site Analytical Services Ltd.,," River Road Business Park, River Rd., Barking IG11 0EA, United Kingdom ",Environmental consultant,+442085948134,siteanalyticalgroup.co.uk 
https://www.google.com/maps/place/Solo/data=!4m7!3m6!1s0x47d8a8db12403ff9:0x3e16e3c4558b3289!8m2!3d51.4814899!4d0.07797!16s%2Fg%2F11vy2b1kbk!19sChIJ-T9AEtuo2EcRiTKLVcTjFj4?authuser=0&hl=en&rclk=1,Solo,," 6 Wernbrook St, London SE18 7RX, United Kingdom ",Asbestos testing service,+442083167851,soloasbestosconsultants.co.uk 
https://www.google.com/maps/place/Aspen+Safe+Asbestos+Survey+Islington+Ltd/data=!4m7!3m6!1s0x48761b36a3018fdd:0xe19deb79b7c2f51e!8m2!3d51.5346901!4d-0.1044655!16s%2Fg%2F11cn9z066s!19sChIJ3Y8BozYbdkgRHvXCt3nrneE?authuser=0&hl=en&rclk=1,Aspen Safe Asbestos Survey Islington Ltd,," 353 Upper St, London N1 0PD, United Kingdom ",Asbestos testing service,+442039106395,asbestosremovalislington.co 
https://www.google.com/maps/place/Supernova+Asbestos+Surveys/data=!4m7!3m6!1s0x487610adcdf80907:0xa911c67427ba6a6c!8m2!3d51.5943889!4d-0.1977505!16s%2Fg%2F11ghndj2rn!19sChIJBwn4za0QdkgRbGq6J3TGEak?authuser=0&hl=en&rclk=1,Supernova Asbestos Surveys,," 8 Mountfield Rd, London N3 3NB, United Kingdom ",Asbestos testing service,+443330124235,asbestos-surveys.org.uk 
https://www.google.com/maps/place/DRS+Asbestos+Removal+Sutton+Ltd/data=!4m7!3m6!1s0x4888795dd11efab5:0xcb207101eb068da9!8m2!3d51.3543765!4d-0.2034888!16s%2Fg%2F11lt2v298y!19sChIJtfoe0V15iEgRqY0G6wFxIMs?authuser=0&hl=en&rclk=1,DRS Asbestos Removal Sutton Ltd,," 2 Frampton Cl, Sutton SM2 6SU, United Kingdom ",Asbestos testing service,+442035976805,asbestosremovalsutton.co.uk 
https://www.google.com/maps/place/Azuri+Asbestos+Removal+Acton+Ltd/data=!4m7!3m6!1s0x48766fac1856b86b:0xa19115c7cc384ec7!8m2!3d51.5084165!4d-0.2714651!16s%2Fg%2F11jvdp2sr1!19sChIJa7hWGKxvdkgRx044zMcVkaE?authuser=0&hl=en&rclk=1,Azuri Asbestos Removal Acton Ltd,," 13 Horn Ln, London W3 9NJ, United Kingdom ",Asbestos testing service,+442038660545,asbestosremovalacton.co.uk 
https://www.google.com/maps/place/Astrax+Asbestos+Removal+Battersea+Ltd/data=!4m7!3m6!1s0x48761afe508566cb:0x8aabbfa1027c6ae2!8m2!3d51.4716904!4d-0.1677928!16s%2Fg%2F1hc1sp359!19sChIJy2aFUP4adkgR4mp8AqG_q4o?authuser=0&hl=en&rclk=1,Astrax Asbestos Removal Battersea Ltd,," 290 Battersea Park Rd, London SW11 3BT, United Kingdom ",Asbestos testing service,+442038718835,
https://www.google.com/maps/place/24-7+Asbestos+Surveys+London/data=!4m7!3m6!1s0x48760537744ff655:0xafb51ec26ed5a6e9!8m2!3d51.5073509!4d-0.1277583!16s%2Fg%2F11ft6xkdpv!19sChIJVfZPdDcFdkgR6abVbsIeta8?authuser=0&hl=en&rclk=1,24-7 Asbestos Surveys London,," London WC2N 5DU, United Kingdom ",Asbestos testing service,+443333442114,asbestossurveysuk.co.uk 
https://www.google.com/maps/place/247+Asbestos+Services+London/data=!4m7!3m6!1s0x48761b5672447663:0xc2417a843a8d2487!8m2!3d51.5206707!4d-0.0954497!16s%2Fg%2F11cs6bjjwz!19sChIJY3ZEclYbdkgRhySNOoR6QcI?authuser=0&hl=en&rclk=1,247 Asbestos Services London,," Bridgewater House, 45 Beech St, Barbican, London EC2Y 8AD, United Kingdom ",Asbestos testing service,+442038236055,
https://www.google.com/maps/place/London+Asbestos/data=!4m7!3m6!1s0x48766fca4f5bdde7:0x7da9903532722fba!8m2!3d51.5464362!4d-0.4782295!16s%2Fg%2F11lccxys0x!19sChIJ591bT8pvdkgRui9yMjWQqX0?authuser=0&hl=en&rclk=1,London Asbestos,," 172 High St, Uxbridge UB8 1JZ, United Kingdom ",Asbestos testing service,+441789430190,
https://www.google.com/maps/place/European+Asbestos+Services/data=!4m7!3m6!1s0x47d8c47ccb12e9eb:0x4c9873c5aa669761!8m2!3d51.5878145!4d0.5160815!16s%2Fg%2F11bzsw5j0x!19sChIJ6-kSy3zE2EcRYZdmqsVzmEw?authuser=0&hl=en&rclk=1,European Asbestos Services,," 1 Josselin Ct, Burnt Mills Industrial Estate, Basildon SS13 1QF, United Kingdom ",Asbestos testing service,+441268921981,european-asbestos.co.uk 
