url,name,review_count,address,category,phone,website
https://www.google.com/maps/place/The+Asbestos+Experts/data=!4m7!3m6!1s0x487604ccab244e99:0x94716155ac8c6377!8m2!3d51.5148901!4d-0.1235372!16s%2Fg%2F11gbx8_p13!19sChIJmU4kq8wEdkgRd2OMrFVhcZQ?authuser=0&hl=en&rclk=1,The Asbestos Experts,," 71-75 Shelton St, London WC2H 9JQ, United Kingdom ",Corporate office,+442081238462,
https://www.google.com/maps/place/Supernova+Asbestos+Surveys/data=!4m7!3m6!1s0x487610adcdf80907:0xa911c67427ba6a6c!8m2!3d51.5943889!4d-0.1977505!16s%2Fg%2F11ghndj2rn!19sChIJBwn4za0QdkgRbGq6J3TGEak?authuser=0&hl=en&rclk=1,Supernova Asbestos Surveys,," 8 Mountfield Rd, London N3 3NB, United Kingdom ",Asbestos testing service,+443330124235,asbestos-surveys.org.uk 
https://www.google.com/maps/place/Quake+Asbestos+Removal+Enfield+Town+Ltd/data=!4m7!3m6!1s0x47d8f9425560b62b:0x4c489e1f2d022b0e!8m2!3d51.652159!4d-0.0854147!16s%2Fg%2F11f55_fjtn!19sChIJK7ZgVUL52EcRDisCLR-eSEw?authuser=0&hl=en&rclk=1,Quake Asbestos Removal Enfield Town Ltd,," 58A Church St, Enfield EN2 6AX, United Kingdom ",Asbestos testing service,+442036573356,asbestossurveyenfieldtown.co.uk 
https://www.google.com/maps/place/Axal+Asbestos+Removal+Edmonton+Ltd/data=!4m7!3m6!1s0x48610830c6b5a6f9:0x73772958b0cd355d!8m2!3d51.6228417!4d-0.061524!16s%2Fg%2F11q266jb_n!19sChIJ-aa1xjAIYUgRXTXNsFgpd3M?authuser=0&hl=en&rclk=1,Axal Asbestos Removal Edmonton Ltd,," 391A Fore St, London N9 0NR, United Kingdom ",Asbestos testing service,+442045380542,asbestosremovaledmonton.co.uk 
https://www.google.com/maps/place/Enviro+Asbestos/data=!4m7!3m6!1s0x48761b326625f7fd:0xe1c2e7b22b4fb0d!8m2!3d51.5182442!4d-0.1278741!16s%2Fg%2F11cs64hfr3!19sChIJ_fclZjIbdkgRDfu0InsuHA4?authuser=0&hl=en&rclk=1,Enviro Asbestos,," 32 Bloomsbury St, London WC1B 3QJ, United Kingdom ",Business management consultant,+442081338771,
https://www.google.com/maps/place/Solo/data=!4m7!3m6!1s0x47d8a8db12403ff9:0x3e16e3c4558b3289!8m2!3d51.4814899!4d0.07797!16s%2Fg%2F11vy2b1kbk!19sChIJ-T9AEtuo2EcRiTKLVcTjFj4?authuser=0&hl=en&rclk=1,Solo,," 6 Wernbrook St, London SE18 7RX, United Kingdom ",Asbestos testing service,+442083167851,soloasbestosconsultants.co.uk 
https://www.google.com/maps/place/Aspen+Safe+Asbestos+Survey+Islington+Ltd/data=!4m7!3m6!1s0x48761b36a3018fdd:0xe19deb79b7c2f51e!8m2!3d51.5346901!4d-0.1044655!16s%2Fg%2F11cn9z066s!19sChIJ3Y8BozYbdkgRHvXCt3nrneE?authuser=0&hl=en&rclk=1,Aspen Safe Asbestos Survey Islington Ltd,," 353 Upper St, London N1 0PD, United Kingdom ",Asbestos testing service,+442039106395,asbestosremovalislington.co 
https://www.google.com/maps/place/Astrax+Asbestos+Removal+Battersea+Ltd/data=!4m7!3m6!1s0x48761afe508566cb:0x8aabbfa1027c6ae2!8m2!3d51.4716904!4d-0.1677928!16s%2Fg%2F1hc1sp359!19sChIJy2aFUP4adkgR4mp8AqG_q4o?authuser=0&hl=en&rclk=1,Astrax Asbestos Removal Battersea Ltd,," 290 Battersea Park Rd, London SW11 3BT, United Kingdom ",Asbestos testing service,+442038718835,
https://www.google.com/maps/place/Asbestos+Removal+Putney+Ltd/data=!4m7!3m6!1s0x48886c03bbbfc959:0x4a945dcc3f800eb3!8m2!3d51.4616051!4d-0.2200209!16s%2Fg%2F1wn337kq!19sChIJWcm_uwNsiEgRsw6AP8xdlEo?authuser=0&hl=en&rclk=1,Asbestos Removal Putney Ltd,," 260B Upper Richmond Rd, London SW15 6TQ, United Kingdom ",Asbestos testing service,+442039474012,protekasbestosremoval.com 
https://www.google.com/maps/place/London+Asbestos/data=!4m7!3m6!1s0x48766fca4f5bdde7:0x7da9903532722fba!8m2!3d51.5464362!4d-0.4782295!16s%2Fg%2F11lccxys0x!19sChIJ591bT8pvdkgRui9yMjWQqX0?authuser=0&hl=en&rclk=1,London Asbestos,," 172 High St, Uxbridge UB8 1JZ, United Kingdom ",Asbestos testing service,+441789430190,
https://www.google.com/maps/place/London+Asbestos+Support+Awareness+Group/data=!4m7!3m6!1s0x4876698a585a8309:0xbec40b49d635c9c9!8m2!3d51.6586875!4d-0.4761291!16s%2Fg%2F11vyxnws9h!19sChIJCYNaWIppdkgRyck11kkLxL4?authuser=0&hl=en&rclk=1,London Asbestos Support Awareness Group,," Farthings, Bridle Ln, Loudwater, Rickmansworth WD3 4JQ, United Kingdom ",Corporate office,+448082782515,lasag.org.uk 
https://www.google.com/maps/place/Ace+Environmental+SOLUTIONS+Ltd/data=!4m7!3m6!1s0x48761b2d7a238b55:0x755753aa1dc5b7e3!8m2!3d51.5172101!4d-0.1298358!16s%2Fg%2F11c2pmn8j3!19sChIJVYsjei0bdkgR47fFHapTV3U?authuser=0&hl=en&rclk=1,Ace Environmental SOLUTIONS Ltd,," 345, 10 Great Russell St, London WC1B 3BQ, United Kingdom ",Quantity surveyor,+441920465056,aceenvironmental.co.uk 
https://www.google.com/maps/place/Asbestos/data=!4m7!3m6!1s0x4876090005ee7e9b:0x867084ac244c5c6a!8m2!3d51.421251!4d-0.208094!16s%2Fg%2F11y6x7wzd4!19sChIJm37uBQAJdkgRalxMJKyEcIY?authuser=0&hl=en&rclk=1,Asbestos,," 8 St George's Rd, London SW19 4DP, United Kingdom ",General contractor,,
https://www.google.com/maps/place/European+Asbestos+Services/data=!4m7!3m6!1s0x47d8c47ccb12e9eb:0x4c9873c5aa669761!8m2!3d51.5878145!4d0.5160815!16s%2Fg%2F11bzsw5j0x!19sChIJ6-kSy3zE2EcRYZdmqsVzmEw?authuser=0&hl=en&rclk=1,European Asbestos Services,," 1 Josselin Ct, Burnt Mills Industrial Estate, Basildon SS13 1QF, United Kingdom ",Asbestos testing service,+441268921981,european-asbestos.co.uk 
https://www.google.com/maps/place/DRS+Asbestos+Removal+Sutton+Ltd/data=!4m7!3m6!1s0x4888795dd11efab5:0xcb207101eb068da9!8m2!3d51.3543765!4d-0.2034888!16s%2Fg%2F11lt2v298y!19sChIJtfoe0V15iEgRqY0G6wFxIMs?authuser=0&hl=en&rclk=1,DRS Asbestos Removal Sutton Ltd,," 2 Frampton Cl, Sutton SM2 6SU, United Kingdom ",Asbestos testing service,+442035976805,asbestosremovalsutton.co.uk 
